title,console,genre,publisher,developer,critic_score,total_sales(mil),na_sales(mil),jp_sales(mil),pal_sales(mil),other_sales(mil),release_date,release_year,release_month,sales_sum
Star Wars Battlefront: Renegade Squadron,PSP,Shooter,LucasArts,Rebellion Developments,7.5,1.68,0.9,0.0,0.47,0.32,2007-10-09,2007.0,10.0,1.6900000000000002
Time Crisis,PS,Shooter,Namco,Namco,8.5,1.68,0.38,0.33,0.87,0.1,1997-10-31,1997.0,10.0,1.6800000000000002
World Championship Poker: Featuring Howard Lederer - All In,PS2,Misc,Crave Entertainment,Point of View,7.1,1.68,0.82,0.0,0.64,0.22,2006-08-29,2006.0,8.0,1.68
Far Cry 4,XOne,Shooter,Ubisoft,Ubisoft Montreal,8.5,1.68,0.85,0.02,0.68,0.14,2014-11-18,2014.0,11.0,1.69
The Sims: Superstar,PC,Simulation,Electronic Arts,Maxis,7.0,1.68,1.67,0.0,0.0,0.0,2003-05-12,2003.0,5.0,1.67
Saints Row 2,PS3,Action,THQ,Volition Inc.,7.9,1.68,0.88,0.02,0.54,0.24,2008-10-14,2008.0,10.0,1.68
Dragon Age: Origins,PS3,Role-Playing,Electronic Arts,BioWare Edmonton,8.7,1.67,0.96,0.08,0.42,0.21,2009-11-03,2009.0,11.0,1.67
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,Platform,THQ,Heavy Iron Studios,5.8,1.67,1.08,0.0,0.45,0.14,2003-10-31,2003.0,10.0,1.67
NCAA Football 2004,PS2,Sports,Electronic Arts,EA Tiburon,8.1,1.67,1.35,0.0,0.09,0.23,2003-07-16,2003.0,7.0,1.6700000000000002
Tony Hawk's Pro Skater 3,PS,Sports,Activision,Neversoft,7.8,1.67,1.09,0.02,0.49,0.07,2001-10-28,2001.0,10.0,1.6700000000000002
Star Wars Battlefront II,XB,Shooter,LucasArts,Pandemic Studios,7.5,1.67,1.22,0.0,0.39,0.06,2005-11-01,2005.0,11.0,1.67
PGR: Project Gotham Racing 2,XB,Racing,Microsoft Game Studios,Bizarre Creations,8.9,1.67,0.97,0.04,0.59,0.07,2003-11-17,2003.0,11.0,1.6700000000000002
"Monsters, Inc.",GBA,Adventure,THQ,Artificial Mind and Movement,7.1,1.67,0.59,0.03,0.95,0.1,2001-10-25,2001.0,10.0,1.67
Spy Hunter,PS2,Racing,Midway Games,Paradigm Entertainment,7.4,1.67,1.13,0.0,0.32,0.22,2001-09-24,2001.0,9.0,1.67
Destiny,PS3,Shooter,Activision,Bungie,7.5,1.67,0.69,0.13,0.59,0.26,2014-09-09,2014.0,9.0,1.67
SSX 3,PS2,Sports,EA Sports BIG,EA Canada,7.8,1.67,0.93,0.0,0.52,0.22,2003-10-20,2003.0,10.0,1.6700000000000002
Madden NFL 2001,PS,Sports,EA Sports,EA Sports,7.8,1.67,1.58,0.0,0.05,0.04,2000-08-22,2000.0,8.0,1.6700000000000002
Fight Night Round 3,PS3,Fighting,EA Sports,EA Chicago,7.6,1.67,0.81,0.01,0.58,0.26,2006-12-05,2006.0,12.0,1.66
Disney Infinity,Wii,Misc,Disney Interactive Studios,Unknown,7.1,1.66,1.06,0.0,0.44,0.16,2013-08-18,2013.0,8.0,1.66
Shaun White Snowboarding: Road Trip,Wii,Sports,Ubisoft,Ubisoft Montreal,7.8,1.66,0.93,0.0,0.56,0.16,2008-11-16,2008.0,11.0,1.6500000000000001
SSX,PS2,Sports,EA Sports BIG,EA Canada,7.8,1.66,0.78,0.06,0.61,0.2,2000-10-30,2000.0,10.0,1.6500000000000001
NBA 2K15,X360,Sports,2K Sports,Visual Concepts,7.8,1.66,1.37,0.0,0.11,0.17,2014-10-07,2014.0,10.0,1.6500000000000001
NBA Ballers,PS2,Sports,Midway Games,Midway,7.8,1.66,0.81,0.0,0.63,0.21,2004-04-05,2004.0,4.0,1.65
NBA Live 2003,PS2,Sports,EA Sports,EA Canada,7.8,1.66,1.25,0.03,0.15,0.22,2002-10-08,2002.0,10.0,1.65
Need for Speed Carbon,X360,Racing,Electronic Arts,EA Black Box,7.9,1.65,0.76,0.02,0.69,0.18,2006-10-31,2006.0,10.0,1.65
MySims,Wii,Simulation,Electronic Arts,EA Redwood Shores,7.1,1.65,0.9,0.04,0.54,0.17,2007-09-18,2007.0,9.0,1.65
Star Wars The Clone Wars: Lightsaber Duels,Wii,Action,LucasArts,Krome Studios,6.8,1.65,1.21,0.0,0.3,0.14,2008-11-11,2008.0,11.0,1.65
Ms. Pac-Man,2600,Puzzle,Atari,General Entertainment,7.3,1.65,1.54,0.0,0.1,0.02,1982-01-01,1982.0,1.0,1.6600000000000001
Prince of Persia: Warrior Within,PS2,Adventure,Ubisoft,Ubisoft Montreal,7.1,1.64,0.54,0.0,0.88,0.22,2004-11-30,2004.0,11.0,1.64
NBA Live 06 (All region sales),PS2,Sports,EA Sports,EA Canada,7.8,1.64,1.44,0.0,0.15,0.05,2005-09-26,2005.0,9.0,1.64
Watch Dogs,XOne,Action-Adventure,Ubisoft,Ubisoft Montreal,7.65,1.64,0.91,0.0,0.59,0.15,2014-05-27,2014.0,5.0,1.65
Tiger Woods PGA Tour 2003,PS2,Sports,EA Sports,EA Redwood Shores,7.8,1.64,0.8,0.0,0.63,0.21,2002-10-27,2002.0,10.0,1.6400000000000001
Tom Clancy's Rainbow Six,PS,Shooter,Red Storm Entertainment,Rebellion Developments,7.5,1.64,0.93,0.0,0.63,0.08,1999-11-23,1999.0,11.0,1.6400000000000001
Army of Two,X360,Shooter,Electronic Arts,EA Montreal,6.7,1.64,1.09,0.02,0.37,0.16,2008-03-07,2008.0,3.0,1.64
Persona 5,PS4,Role-Playing,Atlus,Atlus,7.5,1.64,0.62,0.48,0.34,0.2,2017-04-04,2017.0,4.0,1.6400000000000001
Dig Dug,2600,Puzzle,Atari,Atari,7.3,1.64,1.52,0.0,0.1,0.02,1983-01-01,1983.0,1.0,1.6400000000000001
Tiger Woods PGA Tour 2004,PS2,Sports,EA Sports,EA Redwood Shores,7.8,1.63,1.18,0.0,0.34,0.1,2003-09-22,2003.0,9.0,1.62
Ape Escape,PS,Platform,Sony Computer Entertainment,SCE Japan Studio,9.3,1.63,0.71,0.32,0.48,0.11,1999-05-31,1999.0,5.0,1.62
ESPN NFL 2K5,XB,Sports,Sega,Visual Concepts,7.8,1.63,1.54,0.0,0.02,0.07,2004-07-20,2004.0,7.0,1.6300000000000001
Max Payne 3,X360,Shooter,Rockstar Games,Rockstar Vancouver,7.5,1.63,0.86,0.01,0.62,0.13,2012-05-15,2012.0,5.0,1.62
Uncharted: Golden Abyss,PSV,Action,Sony Computer Entertainment,SCEA Bend Studio / Naughty Dog,7.9,1.62,0.53,0.13,0.71,0.25,2012-02-15,2012.0,2.0,1.62
The Order: 1886,PS4,Shooter,Sony Computer Entertainment,Ready at Dawn,6.2,1.62,0.44,0.07,0.86,0.25,2015-02-20,2015.0,2.0,1.62
NCAA Football 2005,PS2,Sports,EA Sports,EA Tiburon,7.8,1.62,1.32,0.0,0.09,0.22,2004-07-15,2004.0,7.0,1.6300000000000001
Sled Storm,PS,Racing,Electronic Arts,EA Canada,7.4,1.62,0.9,0.0,0.61,0.11,1999-08-10,1999.0,8.0,1.62
Call of Duty: Black Ops,PC,Shooter,Activision,Treyarch,8.5,1.62,0.58,0.0,0.82,0.23,2010-11-09,2010.0,11.0,1.63
Tony Hawk's American Wasteland (Old all region sales),PS2,Sports,Activision,Neversoft Entertainment,7.8,1.62,0.8,0.01,0.63,0.19,2005-10-18,2005.0,10.0,1.63
Rock Band,PS3,Misc,MTV Games,Harmonix Music Systems,9.1,1.62,0.99,0.0,0.41,0.22,2007-11-20,2007.0,11.0,1.6199999999999999
Kinectimals,X360,Simulation,Microsoft Game Studios,Frontier Studio,7.5,1.62,1.02,0.0,0.46,0.14,2010-11-04,2010.0,11.0,1.62
Buzz! The Music Quiz,PS2,Misc,Sony Computer Entertainment,Relentless Software,7.1,1.61,0.0,0.0,1.18,0.43,2005-10-21,2005.0,10.0,1.6099999999999999
NFL Street 2,PS2,Sports,EA Sports BIG,EA Tiburon,7.8,1.61,0.79,0.0,0.62,0.21,2004-12-22,2004.0,12.0,1.62
SpongeBob's Atlantis SquarePantis,DS,Adventure,THQ,Altron,7.1,1.61,1.49,0.0,0.0,0.11,2007-10-23,2007.0,10.0,1.6
Tom Clancy's Ghost Recon Wildlands,XOne,Shooter,Ubisoft,Ubisoft Paris,7.7,1.61,0.98,0.0,0.48,0.15,2017-03-07,2017.0,3.0,1.6099999999999999
Wolfenstein: The New Order,PS4,Shooter,Bethesda Softworks,MachineGames,7.5,1.61,0.48,0.03,0.84,0.25,2014-05-20,2014.0,5.0,1.6
Midnight Club 3: DUB Edition (America/Others Sales),PS2,Racing,Rockstar Games,Rockstar San Diego,7.4,1.6,1.3,0.0,0.23,0.07,2005-04-11,2005.0,4.0,1.6
Madden NFL 15,XOne,Sports,EA Sports,EA Tiburon,7.8,1.6,1.34,0.0,0.1,0.17,2014-08-26,2014.0,8.0,1.61
Rage,X360,Shooter,Bethesda Softworks,id Software,7.9,1.6,0.82,0.03,0.6,0.15,2011-10-04,2011.0,10.0,1.5999999999999999
River Raid,2600,Shooter,Activision,Activision,7.5,1.6,1.49,0.0,0.09,0.02,1982-01-01,1982.0,1.0,1.6
Just Cause 2,X360,Action,Square Enix,Avalanche Studios,8.0,1.6,0.59,0.02,0.83,0.17,2010-03-23,2010.0,3.0,1.6099999999999999
Mario Bros.,2600,Platform,Atari,Atari,7.0,1.59,1.48,0.0,0.09,0.02,1983-10-01,1983.0,10.0,1.59
Pro Evolution Soccer 2008,PS3,Sports,Konami,Konami,7.1,1.59,0.04,0.32,1.1,0.13,2008-03-12,2008.0,3.0,1.5899999999999999
Soul Blade,PS,Fighting,Namco,Namco,8.6,1.59,0.61,0.46,0.41,0.1,1997-01-01,1997.0,1.0,1.58
NASCAR 2000,PS,Racing,EA Sports,Stormfront Studios,7.4,1.59,0.88,0.0,0.6,0.1,1999-09-30,1999.0,9.0,1.58
LEGO Harry Potter: Years 1-4,X360,Adventure,Warner Bros. Interactive,Traveller's Tales,7.9,1.59,0.95,0.0,0.5,0.14,2010-06-29,2010.0,6.0,1.5899999999999999
Far Cry 2,X360,Shooter,Ubisoft,Ubisoft Montreal,8.5,1.59,0.72,0.02,0.69,0.18,2008-10-21,2008.0,10.0,1.6099999999999999
Sonic Generations,PS3,Platform,Sega,Sonic Team,7.3,1.59,0.6,0.02,0.72,0.25,2011-11-01,2011.0,11.0,1.5899999999999999
ESPN NBA 2K5,PS2,Sports,Sega,Visual Concepts,7.8,1.59,1.26,0.0,0.12,0.21,2004-09-30,2004.0,9.0,1.5899999999999999
FIFA 16,X360,Sports,EA Sports,EA Canada,9.0,1.59,0.59,0.0,0.88,0.12,2015-09-22,2015.0,9.0,1.5899999999999999
Batman: Arkham Knight,XOne,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,6.8,1.58,0.97,0.0,0.46,0.14,2015-06-23,2015.0,6.0,1.5699999999999998
Dance Dance Revolution: Hottest Party 2,Wii,Simulation,Konami,Bemani,7.0,1.58,0.94,0.01,0.48,0.15,2008-09-12,2008.0,9.0,1.5799999999999998
Spyro 2: Season of Flame,GBA,Platform,Vivendi Games,Digital Eclipse,7.0,1.58,0.85,0.0,0.65,0.08,2002-09-25,2002.0,9.0,1.58
Jampack Summer 2K,PS,Misc,Sony Computer Entertainment,Sony Computer Entertainment America,7.1,1.58,0.88,0.0,0.6,0.1,2000-05-15,2000.0,5.0,1.58
Devil May Cry 4,PS3,Action,Capcom,Capcom,8.2,1.58,0.58,0.34,0.45,0.2,2008-02-05,2008.0,2.0,1.5699999999999998
High School Musical 3: Senior Year,DS,Misc,Disney Interactive Studios,Griptonite Games,7.1,1.57,0.63,0.0,0.76,0.18,2008-10-21,2008.0,10.0,1.57
Moshi Monsters: Moshling Zoo,DS,Misc,Activision,Mind Candy,7.1,1.57,0.38,0.0,0.98,0.21,2011-11-06,2011.0,11.0,1.5699999999999998
NCAA Football 2002,PS2,Sports,EA Sports,EA Tiburon,7.8,1.57,0.77,0.0,0.6,0.2,2001-07-23,2001.0,7.0,1.57
LEGO Pirates of the Caribbean: The Video Game,Wii,Action,Disney Interactive Studios,Traveller's Tales,7.5,1.57,0.73,0.0,0.69,0.15,2011-05-10,2011.0,5.0,1.5699999999999998
Pro Evolution Soccer 2010,PS2,Sports,Konami,Konami,7.2,1.57,0.1,0.12,0.18,1.16,2009-11-10,2009.0,11.0,1.56
Conflict: Desert Storm,PS2,Shooter,Gotham Games,Pivotal Games,7.5,1.57,0.98,0.0,0.53,0.06,2002-09-30,2002.0,9.0,1.57
Guitar Hero: On Tour Decades,DS,Misc,Activision,Vicarious Visions,7.1,1.57,0.84,0.0,0.57,0.16,2008-11-16,2008.0,11.0,1.5699999999999998
Carnival Games: Mini Golf,Wii,Sports,2K Play,Cat Daddy Games,7.8,1.56,0.86,0.0,0.55,0.15,2008-10-20,2008.0,10.0,1.56
Twisted Metal,PS,Action,Sony Computer Entertainment,SingleTrac,7.0,1.56,1.32,0.0,0.19,0.05,1995-11-05,1995.0,11.0,1.56
Mortal Kombat,PS3,Fighting,Warner Bros. Interactive,NetherRealm Studios,8.4,1.56,1.06,0.0,0.31,0.19,2011-04-19,2011.0,4.0,1.56
Smuggler's Run,PS2,Racing,Rockstar Games,Rockstar San Diego,7.4,1.56,0.77,0.0,0.6,0.2,2000-10-25,2000.0,10.0,1.57
Hannah Montana: Music Jam,DS,Action,Disney Interactive Studios,Fall Line Studio,6.8,1.56,1.05,0.0,0.36,0.15,2007-10-16,2007.0,10.0,1.56
MySims Kingdom,DS,Simulation,Electronic Arts,EA Redwood Shores,7.0,1.56,0.8,0.01,0.59,0.16,2008-10-28,2008.0,10.0,1.5599999999999998
Mafia II,X360,Action,2K Games,Illusion Softworks,7.2,1.56,0.85,0.0,0.55,0.15,2010-08-24,2010.0,8.0,1.5499999999999998
Fight Night Round 3,PS2,Fighting,EA Sports,EA Chicago,7.6,1.56,1.07,0.0,0.4,0.1,2006-02-20,2006.0,2.0,1.5700000000000003
Battlefield V,XOne,Shooter,Electronic Arts,EA DICE,7.5,1.55,1.05,0.0,0.35,0.15,2018-11-20,2018.0,11.0,1.5499999999999998
007: The World is Not Enough,N64,Shooter,Electronic Arts,Eurocom Entertainment Software,7.4,1.55,1.13,0.02,0.38,0.03,2000-10-17,2000.0,10.0,1.5599999999999998
Dishonored,PS3,Shooter,Bethesda Softworks,Arkane Studios,7.5,1.55,0.72,0.04,0.54,0.26,2013-04-16,2013.0,4.0,1.56
Tom Clancy's Rainbow Six 3,XB,Shooter,Ubisoft,Ubisoft Montreal / Red Storm Entertainment,7.5,1.55,0.91,0.0,0.57,0.07,2003-11-12,2003.0,11.0,1.55
Guitar Hero 5,Wii,Misc,Activision,Vicarious Visions,8.9,1.55,0.92,0.0,0.48,0.15,2009-09-01,2009.0,9.0,1.5499999999999998
BioShock 2,PS3,Shooter,2K Games,2K Marin,8.5,1.55,0.85,0.02,0.46,0.22,2010-02-09,2010.0,2.0,1.55
Stuntman,PS2,Racing,Atari,Reflections Interactive,7.4,1.55,0.76,0.0,0.59,0.2,2002-06-23,2002.0,6.0,1.55
Spider-Man 2: Enter: Electro,PS,Action,Activision,Vicarious Visions,6.8,1.55,0.57,0.02,0.87,0.09,2001-10-17,2001.0,10.0,1.55
Need for Speed: Most Wanted (2012),X360,Racing,Electronic Arts,Criterion Games,8.5,1.54,0.62,0.01,0.79,0.12,2012-10-30,2012.0,10.0,1.54
Die Hard Trilogy,PS,Shooter,Fox Interactive,Probe Entertainment Limited,8.5,1.54,0.85,0.0,0.58,0.1,1996-08-31,1996.0,8.0,1.53
NBA 2K14,PS4,Sports,2K Sports,Visual Concepts,7.8,1.54,0.91,0.01,0.35,0.27,2013-11-15,2013.0,11.0,1.54
Dark Cloud,PS2,Role-Playing,Sony Computer Entertainment,Level 5,8.2,1.54,0.83,0.08,0.44,0.19,2001-05-28,2001.0,5.0,1.5399999999999998
Go Vacation,Wii,Misc,Namco Bandai,Namco Bandai Games,7.0,1.54,0.42,0.33,0.66,0.13,2011-10-11,2011.0,10.0,1.54
MVP Baseball 2005,PS2,Sports,EA Sports,EA Canada,7.8,1.54,1.26,0.0,0.07,0.21,2005-02-22,2005.0,2.0,1.54
Mortal Kombat 3,SNES,Fighting,Williams Entertainment,Sculptured Software,7.6,1.53,1.19,0.0,0.29,0.05,1995-10-01,1995.0,10.0,1.53
Tiger Woods 99 PGA Tour Golf,PS,Sports,EA Sports,EA Sports,7.8,1.53,0.85,0.0,0.58,0.1,1998-10-31,1998.0,10.0,1.53
Disney Infinity,X360,Misc,Disney Interactive Studios,Unknown,7.1,1.53,1.04,0.0,0.35,0.15,2013-08-18,2013.0,8.0,1.54
NFL GameDay 99,PS,Sports,989 Studios,Red Line Studios,7.8,1.53,1.44,0.0,0.05,0.04,1998-07-31,1998.0,7.0,1.53
Pro Evolution Soccer 2013,PS3,Sports,Konami Digital Entertainment,Konami,7.8,1.52,0.18,0.49,0.65,0.2,2012-09-25,2012.0,9.0,1.5199999999999998
MySims Kingdom,Wii,Simulation,Electronic Arts,EA Redwood Shores,7.0,1.52,0.7,0.01,0.64,0.16,2008-10-28,2008.0,10.0,1.51
Super Monkey Ball 2,GC,Puzzle,Sega,Amusement Vision,7.3,1.52,1.11,0.06,0.31,0.04,2002-08-25,2002.0,8.0,1.5200000000000002
Knockout Kings,PS,Fighting,EA Sports,Press Start Inc.,7.6,1.52,1.07,0.0,0.39,0.06,1998-10-31,1998.0,10.0,1.52
Fight Night Round 4,PS3,Fighting,EA Sports,EA Canada,8.6,1.52,0.92,0.0,0.4,0.2,2009-06-23,2009.0,6.0,1.52
Sonic Rivals 2,PSP,Racing,Sega,Backbone Entertainment,6.4,1.52,0.44,0.0,0.7,0.37,2007-11-13,2007.0,11.0,1.5099999999999998
NASCAR 98,PS,Racing,EA Sports,Stormfront Studios,7.4,1.52,1.43,0.0,0.05,0.04,1997-01-01,1997.0,1.0,1.52
Forza Motorsport 7,XOne,Racing,Microsoft Studios,Turn 10 Studios,8.9,1.52,0.58,0.01,0.81,0.12,2017-10-03,2017.0,10.0,1.52
NASCAR 99,PS,Racing,EA Sports,Stormfront Studios,7.4,1.52,1.45,0.0,0.04,0.04,1998-09-30,1998.0,9.0,1.53
Disney Fairies: Tinker Bell,DS,Adventure,Disney Interactive Studios,Hyde,7.1,1.52,0.85,0.01,0.51,0.15,2008-10-28,2008.0,10.0,1.52
Xevious,NES,Shooter,Namco,Namco,7.5,1.52,0.18,1.27,0.06,0.01,1990-01-01,1990.0,1.0,1.52
Dead Space 2,X360,Shooter,Electronic Arts,Visceral Games,9.1,1.52,0.94,0.0,0.44,0.13,2011-01-25,2011.0,1.0,1.5099999999999998
The Simpsons Skateboarding,PS2,Sports,Electronic Arts,The Code Monkeys,7.8,1.52,0.36,0.0,0.9,0.27,2002-11-11,2002.0,11.0,1.53
NBA Live 2000,PS,Sports,EA Sports,NuFX,7.8,1.52,1.43,0.0,0.05,0.03,1999-10-31,1999.0,10.0,1.51
The Simpsons Game,PS2,Platform,Electronic Arts,EA Redwood Shores,7.0,1.51,0.35,0.0,0.03,1.13,2007-10-30,2007.0,10.0,1.5099999999999998
The Simpsons Game,DS,Platform,Electronic Arts,Griptonite Games,7.0,1.51,0.56,0.0,0.78,0.17,2007-10-30,2007.0,10.0,1.51
Call of Duty 3,PS3,Shooter,Activision,Treyarch,7.7,1.51,0.6,0.03,0.63,0.26,2006-11-15,2006.0,11.0,1.52
Call of Duty: Modern Warfare: Reflex Edition,Wii,Shooter,Activision,Treyarch,7.2,1.51,0.94,0.0,0.43,0.14,2009-11-10,2009.0,11.0,1.5099999999999998
Madden NFL 19,XOne,Sports,EA Sports,EA Tiburon,7.8,1.51,1.33,0.0,0.02,0.16,2018-08-10,2018.0,8.0,1.51
Star Wars: The Force Unleashed II,PS3,Action,LucasArts,LucasArts,6.3,1.51,0.8,0.0,0.5,0.21,2010-10-26,2010.0,10.0,1.51
Pac-Man World 2,PS2,Action,Namco,Namco,6.8,1.51,1.26,0.0,0.05,0.21,2002-02-24,2002.0,2.0,1.52
NBA Live 98,PS,Sports,EA Sports,EA Canada,7.8,1.51,1.41,0.0,0.06,0.04,1997-11-30,1997.0,11.0,1.51
Call of Duty: Black Ops II,PC,Shooter,Activision,Treyarch,7.5,1.51,0.66,0.0,0.7,0.15,2012-11-13,2012.0,11.0,1.5099999999999998
Tomb Raider: Definitive Edition,PS4,Action-Adventure,Square Enix,Crystal Dynamics,7.65,1.51,0.47,0.06,0.74,0.23,2014-01-28,2014.0,1.0,1.5
Simpsons Wrestling,PS,Fighting,Activision,Big Ape Productions,7.6,1.51,0.23,0.0,1.16,0.11,2001-04-12,2001.0,4.0,1.5
Monopoly,PS,Misc,Hasbro Interactive,Gremlin Interactive,7.1,1.51,1.18,0.0,0.27,0.05,1997-10-31,1997.0,10.0,1.5
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,Platform,Hudson Soft,Hudson Soft,7.0,1.5,0.0,1.5,0.0,0.0,1986-03-05,1986.0,3.0,1.5
Rock Band 2,PS3,Misc,MTV Games,Harmonix Music Systems,8.9,1.5,1.13,0.0,0.2,0.16,2008-10-19,2008.0,10.0,1.4899999999999998
Pac-Man World,PS,Action,Namco,Namco,6.8,1.5,1.21,0.1,0.14,0.04,1999-09-30,1999.0,9.0,1.4900000000000002
Tokyo Xtreme Racer Zero,PS2,Racing,Crave Entertainment,Genki,7.4,1.5,0.66,0.15,0.52,0.17,2001-05-28,2001.0,5.0,1.5
Madden NFL 2001,PS2,Sports,EA Sports,EA Sports,7.8,1.5,1.19,0.05,0.07,0.2,2000-10-23,2000.0,10.0,1.51
Football Manager 2012,PC,Sports,Sega,Sega,8.5,1.5,0.02,0.0,1.16,0.32,2011-10-21,2011.0,10.0,1.5
WWF No Mercy,N64,Fighting,THQ,Aki Corp.,9.1,1.5,1.2,0.02,0.27,0.02,2000-11-17,2000.0,11.0,1.51
SoulCalibur II,GC,Fighting,Namco,Namco,9.2,1.5,0.99,0.11,0.32,0.08,2003-08-27,2003.0,8.0,1.5000000000000002
Red Faction II,PS2,Shooter,THQ,Volition Inc.,8.6,1.5,0.49,0.0,0.78,0.23,2002-10-15,2002.0,10.0,1.5
Rayman Legends,PS4,Platform,Ubisoft,Ubisoft Montpellier,7.0,1.5,0.22,0.0,1.05,0.23,2014-02-18,2014.0,2.0,1.5
NFL Blitz,PS,Sports,Midway Games,Midway Games,9.1,1.5,1.41,0.0,0.05,0.04,1998-09-12,1998.0,9.0,1.5
Metal Gear Rising: Revengeance,PS3,Action,Konami Digital Entertainment,PlatinumGames,9.0,1.5,0.47,0.44,0.41,0.18,2013-02-19,2013.0,2.0,1.4999999999999998
Dead Rising 2,X360,Action,Capcom,Blue Castle Games,8.2,1.49,0.75,0.09,0.53,0.13,2010-09-28,2010.0,9.0,1.5
Mafia II,PS3,Action,2K Games,Illusion Softworks,7.0,1.49,0.5,0.04,0.7,0.25,2010-08-24,2010.0,8.0,1.49
Mass Effect: Andromeda,PS4,Role-Playing,Electronic Arts,BioWare Corp.,7.5,1.49,0.58,0.0,0.67,0.25,2017-03-21,2017.0,3.0,1.5
Madden NFL 09,PS2,Sports,EA Sports,EA Tiburon,7.8,1.49,1.22,0.0,0.0,0.27,2008-08-12,2008.0,8.0,1.49
Madden NFL 15,PS3,Sports,EA Sports,EA Tiburon,7.8,1.49,1.11,0.0,0.11,0.28,2014-08-26,2014.0,8.0,1.5000000000000002
Medal of Honor: Frontline,XB,Shooter,Electronic Arts,EA Los Angeles,7.5,1.49,1.0,0.0,0.43,0.06,2002-11-10,2002.0,11.0,1.49
Buzz! The BIG Quiz,PS2,Misc,Sony Computer Entertainment,Relentless Software,7.1,1.49,0.0,0.0,1.1,0.39,2006-03-17,2006.0,3.0,1.4900000000000002
Assassin's Creed III: Liberation,PSV,Adventure,Ubisoft,Ubisoft,7.1,1.48,0.53,0.06,0.57,0.32,2012-10-30,2012.0,10.0,1.4800000000000002
LEGO Battles: Ninjago,DS,Strategy,Warner Bros. Interactive,Hellbent Games,5.0,1.48,1.03,0.0,0.33,0.12,2011-04-12,2011.0,4.0,1.48
Bratz: Forever Diamondz,DS,Adventure,THQ,Barking Lizards,7.1,1.48,0.43,0.0,0.88,0.18,2006-09-18,2006.0,9.0,1.49
Drawn To Life: SpongeBob SquarePants Edition,DS,Adventure,THQ,Altron,7.1,1.48,0.99,0.0,0.35,0.14,2008-09-15,2008.0,9.0,1.48
Major League Baseball 2K5,PS2,Sports,2K Sports,Kush Games,7.8,1.48,0.72,0.0,0.56,0.19,2005-02-28,2005.0,2.0,1.47
LEGO Star Wars III: The Clone Wars,X360,Action,LucasArts,Traveller's Tales,7.9,1.48,0.84,0.0,0.51,0.13,2011-03-22,2011.0,3.0,1.48
Fight Night 2004,PS2,Fighting,EA Sports,EA Canada,7.6,1.48,1.08,0.0,0.2,0.2,2004-04-05,2004.0,4.0,1.48
Disney Sing It: Pop Hits,Wii,Misc,Disney Interactive Studios,Zoe Mode,6.8,1.48,1.07,0.0,0.28,0.12,2009-10-06,2009.0,10.0,1.4700000000000002
007: Quantum of Solace,X360,Shooter,Activision,Treyarch,6.6,1.48,0.82,0.01,0.51,0.14,2008-11-04,2008.0,11.0,1.48
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,Action,Ubisoft,Ubisoft Shanghai,9.2,1.48,0.82,0.0,0.59,0.07,2004-03-23,2004.0,3.0,1.48
Sonic's Ultimate Genesis Collection,X360,Misc,Sega,Backbone Entertainment,8.1,1.48,0.9,0.0,0.44,0.14,2009-02-10,2009.0,2.0,1.48
Tom Clancy's Ghost Recon: Future Soldier,X360,Shooter,Ubisoft,Ubisoft Paris,7.5,1.48,0.94,0.02,0.4,0.13,2012-05-22,2012.0,5.0,1.4899999999999998
Dying Light,XOne,Action,Warner Bros. Interactive Entertainment,Techland,6.8,1.47,1.01,0.01,0.31,0.14,2016-02-06,2016.0,2.0,1.4700000000000002
Fight Night Round 3,X360,Fighting,EA Sports,EA Chicago,8.6,1.47,1.33,0.01,0.03,0.1,2006-02-20,2006.0,2.0,1.4700000000000002
Disney Princess,GBA,Platform,THQ,Art,7.0,1.47,1.04,0.0,0.37,0.06,2003-04-04,2003.0,4.0,1.4700000000000002
Minecraft,WiiU,Misc,Mojang,4J Studios,5.5,1.47,0.5,0.38,0.49,0.09,2016-06-17,2016.0,6.0,1.4600000000000002
Super Scribblenauts,DS,Puzzle,Warner Bros. Interactive,5TH Cell,7.9,1.47,1.06,0.0,0.3,0.11,2010-10-12,2010.0,10.0,1.4700000000000002
Imagine: Master Chef,DS,Simulation,Ubisoft,MTO,7.0,1.47,0.39,0.0,0.91,0.17,2007-10-23,2007.0,10.0,1.47
Midway Arcade Treasures,PS2,Misc,Midway Games,Digital Eclipse,7.1,1.46,0.72,0.0,0.56,0.19,2003-11-18,2003.0,11.0,1.47
WCW vs the World,PS,Fighting,THQ,Aki Corp.,7.6,1.46,1.17,0.04,0.2,0.05,1998-02-28,1998.0,2.0,1.46
Wall-E,DS,Platform,THQ,Heavy Iron Studios,7.0,1.46,0.46,0.0,0.82,0.17,2008-06-24,2008.0,6.0,1.45
The SpongeBob SquarePants Movie,GBA,Action,THQ,WayForward,6.8,1.46,1.02,0.0,0.38,0.06,2004-10-27,2004.0,10.0,1.46
Mortal Kombat 4,PS,Fighting,Midway Games,Eurocom Entertainment Software,7.6,1.46,0.81,0.0,0.55,0.1,1998-06-24,1998.0,6.0,1.4600000000000002
